Gene stable ID,Gene name,Human gene stable ID,Human gene name
ENSPMRG00000000518,,,
ENSPMRG00000000519,,ENSG00000146054,TRIM7
ENSPMRG00000000520,MAP3K20,ENSG00000091436,MAP3K20
ENSPMRG00000000521,,,
ENSPMRG00000000522,,ENSG00000160862,AZGP1
ENSPMRG00000000522,,ENSG00000010704,HFE
ENSPMRG00000000523,,ENSG00000157064,NMNAT2
ENSPMRG00000000524,,ENSG00000146054,TRIM7
ENSPMRG00000000525,,ENSG00000171067,C11orf24
ENSPMRG00000000526,SLC9A7,ENSG00000065923,SLC9A7
ENSPMRG00000000527,,ENSG00000089682,RBM41
ENSPMRG00000000528,,,
ENSPMRG00000000529,FNDC1,ENSG00000164694,FNDC1
ENSPMRG00000000530,,,
ENSPMRG00000000531,,ENSG00000064763,FAR2
ENSPMRG00000000532,,ENSG00000146054,TRIM7
ENSPMRG00000000533,,,
ENSPMRG00000000534,WT1,ENSG00000184937,WT1
ENSPMRG00000000535,,,
ENSPMRG00000000536,GPR68,ENSG00000119714,GPR68
ENSPMRG00000000537,,ENSG00000026508,CD44
ENSPMRG00000000538,,ENSG00000213024,NUP62
ENSPMRG00000000539,,,
ENSPMRG00000000540,FGF18,ENSG00000156427,FGF18
ENSPMRG00000000541,,ENSG00000146054,TRIM7
ENSPMRG00000000542,SLC16A12,ENSG00000152779,SLC16A12
ENSPMRG00000000543,,ENSG00000175899,A2M
ENSPMRG00000000544,NINJ1,ENSG00000131669,NINJ1
ENSPMRG00000000545,,ENSG00000146054,TRIM7
ENSPMRG00000000546,,,
ENSPMRG00000000547,,,
ENSPMRG00000000548,CYP1B1,ENSG00000138061,CYP1B1
ENSPMRG00000000549,,,
ENSPMRG00000000550,LRP5,ENSG00000162337,LRP5
ENSPMRG00000000551,,,
ENSPMRG00000000552,,ENSG00000080572,DNAAF6
ENSPMRG00000000553,,,
ENSPMRG00000000554,HIGD1C,ENSG00000214511,HIGD1C
ENSPMRG00000000555,,,
ENSPMRG00000000556,DGLUCY,ENSG00000133943,DGLUCY
ENSPMRG00000000557,,,
ENSPMRG00000000558,,,
ENSPMRG00000000559,,,
ENSPMRG00000000560,CDC42EP3,ENSG00000163171,CDC42EP3
ENSPMRG00000000561,,,
ENSPMRG00000000562,,ENSG00000131174,COX7B
ENSPMRG00000000562,,ENSG00000170516,COX7B2
ENSPMRG00000000563,,,
ENSPMRG00000000564,,ENSG00000237541,HLA-DQA2
ENSPMRG00000000564,,ENSG00000196735,HLA-DQA1
ENSPMRG00000000565,,,
ENSPMRG00000000566,,,
ENSPMRG00000000567,,,
ENSPMRG00000000568,GJA5,ENSG00000265107,GJA5
ENSPMRG00000000569,,,
ENSPMRG00000000570,PANK1,ENSG00000152782,PANK1
ENSPMRG00000000571,,ENSG00000160862,AZGP1
ENSPMRG00000000571,,ENSG00000010704,HFE
ENSPMRG00000000572,TLX3,ENSG00000164438,TLX3
ENSPMRG00000000573,CTDSP2,ENSG00000175215,CTDSP2
ENSPMRG00000000574,,,
ENSPMRG00000000575,EIF3M,ENSG00000149100,EIF3M
ENSPMRG00000000576,,ENSG00000197302,KRBOX5
ENSPMRG00000000577,,,
ENSPMRG00000000578,,,
ENSPMRG00000000579,,,
ENSPMRG00000000580,GJA8,ENSG00000121634,GJA8
ENSPMRG00000000581,,,
ENSPMRG00000000582,YIPF4,ENSG00000119820,YIPF4
ENSPMRG00000000583,CCDC91,ENSG00000123106,CCDC91
ENSPMRG00000000584,MAP10,ENSG00000212916,MAP10
ENSPMRG00000000585,,,
ENSPMRG00000000586,,,
ENSPMRG00000000587,,,
ENSPMRG00000000588,,ENSG00000063587,ZNF275
ENSPMRG00000000588,,ENSG00000169740,ZNF32
ENSPMRG00000000589,,,
ENSPMRG00000000590,ADGRG2,ENSG00000173698,ADGRG2
ENSPMRG00000000591,,ENSG00000165512,ZNF22
ENSPMRG00000000592,,,
ENSPMRG00000000593,SUSD3,ENSG00000157303,SUSD3
ENSPMRG00000000594,,,
ENSPMRG00000000595,,ENSG00000188092,GPR89B
ENSPMRG00000000595,,ENSG00000117262,GPR89A
ENSPMRG00000000596,,,
ENSPMRG00000000597,RANBP17,ENSG00000204764,RANBP17
ENSPMRG00000000598,,ENSG00000129744,ART1
ENSPMRG00000000599,NTPCR,ENSG00000135778,NTPCR
ENSPMRG00000000600,,,
ENSPMRG00000000601,MIR26A2,ENSG00000207789,MIR26A2
ENSPMRG00000000602,,,
ENSPMRG00000000603,,,
ENSPMRG00000000604,,ENSG00000197241,SLC2A7
ENSPMRG00000000605,CCDC73,ENSG00000186714,CCDC73
ENSPMRG00000000606,,ENSG00000139343,SNRPF
ENSPMRG00000000607,,,
ENSPMRG00000000608,,,
ENSPMRG00000000609,PPP6R3,ENSG00000110075,PPP6R3
ENSPMRG00000000610,,,
ENSPMRG00000000611,,,
ENSPMRG00000000612,,,
ENSPMRG00000000613,,ENSG00000131174,COX7B
ENSPMRG00000000613,,ENSG00000170516,COX7B2
ENSPMRG00000000614,BRD8,ENSG00000112983,BRD8
ENSPMRG00000000615,RPS6KA5,ENSG00000100784,RPS6KA5
ENSPMRG00000000616,,,
ENSPMRG00000000617,,,
ENSPMRG00000000618,AVIL,ENSG00000135407,AVIL
ENSPMRG00000000619,,ENSG00000160862,AZGP1
ENSPMRG00000000619,,ENSG00000010704,HFE
ENSPMRG00000000620,U2,,
ENSPMRG00000000621,FCHSD2,ENSG00000137478,FCHSD2
ENSPMRG00000000622,CTSB,ENSG00000164733,CTSB
ENSPMRG00000000623,PDZK1,ENSG00000174827,PDZK1
ENSPMRG00000000624,,,
ENSPMRG00000000625,FGD3,ENSG00000127084,FGD3
ENSPMRG00000000626,SOD2,ENSG00000291237,SOD2
ENSPMRG00000000627,,,
ENSPMRG00000000628,DAAM2,ENSG00000146122,DAAM2
ENSPMRG00000000629,,,
ENSPMRG00000000630,,ENSG00000089157,RPLP0
ENSPMRG00000000631,REPS1,ENSG00000135597,REPS1
ENSPMRG00000000632,LAMC2,ENSG00000058085,LAMC2
ENSPMRG00000000633,,,
ENSPMRG00000000634,,,
ENSPMRG00000000635,,,
ENSPMRG00000000636,,,
ENSPMRG00000000637,POLL,ENSG00000166169,POLL
ENSPMRG00000000638,,,
ENSPMRG00000000639,TSFM,ENSG00000123297,TSFM
ENSPMRG00000000640,,,
ENSPMRG00000000641,PRRG4,ENSG00000135378,PRRG4
ENSPMRG00000000642,,,
ENSPMRG00000000643,SDK2,ENSG00000069188,SDK2
ENSPMRG00000000644,,,
ENSPMRG00000000645,WTAP,ENSG00000146457,WTAP
ENSPMRG00000000646,KIF5C,ENSG00000168280,KIF5C
ENSPMRG00000000647,,,
ENSPMRG00000000648,,,
ENSPMRG00000000649,PCNX2,ENSG00000135749,PCNX2
ENSPMRG00000000650,U12,ENSG00000201659,RNU12-2P
ENSPMRG00000000650,U12,ENSG00000276027,RNU12
ENSPMRG00000000651,,,
ENSPMRG00000000652,ACAT1,ENSG00000075239,ACAT1
ENSPMRG00000000653,NDUFV1,ENSG00000167792,NDUFV1
ENSPMRG00000000654,,,
ENSPMRG00000000655,EEF1AKMT3,ENSG00000123427,EEF1AKMT3
ENSPMRG00000000656,,,
ENSPMRG00000000657,PTHLH,ENSG00000087494,PTHLH
ENSPMRG00000000658,,ENSG00000237541,HLA-DQA2
ENSPMRG00000000658,,ENSG00000196735,HLA-DQA1
ENSPMRG00000000659,ACAT2,ENSG00000120437,ACAT2
ENSPMRG00000000660,GABRP,ENSG00000094755,GABRP
ENSPMRG00000000661,,ENSG00000181638,ZFP41
ENSPMRG00000000662,,,
ENSPMRG00000000663,,ENSG00000172139,SLC9C1
ENSPMRG00000000664,TTC7B,ENSG00000165914,TTC7B
ENSPMRG00000000665,DPCD,ENSG00000166171,DPCD
ENSPMRG00000000666,METTL1,ENSG00000037897,METTL1
ENSPMRG00000000667,FDFT1,ENSG00000079459,FDFT1
ENSPMRG00000000668,,,
ENSPMRG00000000669,MANSC4,ENSG00000205693,MANSC4
ENSPMRG00000000670,QSER1,ENSG00000060749,QSER1
ENSPMRG00000000671,BICD2,ENSG00000185963,BICD2
ENSPMRG00000000672,,,
ENSPMRG00000000673,,,
ENSPMRG00000000674,POU1F1,ENSG00000064835,POU1F1
ENSPMRG00000000675,,,
ENSPMRG00000000676,CYP27B1,ENSG00000111012,CYP27B1
ENSPMRG00000000677,,ENSG00000160862,AZGP1
ENSPMRG00000000677,,ENSG00000010704,HFE
ENSPMRG00000000678,MRPS35,ENSG00000061794,MRPS35
ENSPMRG00000000679,,,
ENSPMRG00000000680,,,
ENSPMRG00000000681,TCP1,ENSG00000120438,TCP1
ENSPMRG00000000682,FBXW4,ENSG00000107829,FBXW4
ENSPMRG00000000683,,ENSG00000237541,HLA-DQA2
ENSPMRG00000000683,,ENSG00000196735,HLA-DQA1
ENSPMRG00000000684,,ENSG00000242265,PEG10
ENSPMRG00000000685,,ENSG00000172586,CHCHD1
ENSPMRG00000000686,ARHGEF33,ENSG00000214694,ARHGEF33
ENSPMRG00000000687,NFKB2,ENSG00000077150,NFKB2
ENSPMRG00000000688,RAPGEF4,ENSG00000091428,RAPGEF4
ENSPMRG00000000689,,,
ENSPMRG00000000690,,,
ENSPMRG00000000691,GAL,ENSG00000069482,GAL
ENSPMRG00000000692,,,
ENSPMRG00000000693,MARCHF9,ENSG00000139266,MARCHF9
ENSPMRG00000000694,NEIL2,ENSG00000154328,NEIL2
ENSPMRG00000000695,CABP2,ENSG00000167791,CABP2
ENSPMRG00000000696,,,
ENSPMRG00000000697,,ENSG00000206910,SNORA29
ENSPMRG00000000698,,,
ENSPMRG00000000699,,,
ENSPMRG00000000700,,,
ENSPMRG00000000701,,ENSG00000206910,SNORA29
ENSPMRG00000000702,,,
ENSPMRG00000000703,,,
ENSPMRG00000000704,,,
ENSPMRG00000000705,,,
ENSPMRG00000000706,KIF20B,ENSG00000138182,KIF20B
ENSPMRG00000000707,,ENSG00000179344,HLA-DQB1
ENSPMRG00000000707,,ENSG00000232629,HLA-DQB2
ENSPMRG00000000708,,,
ENSPMRG00000000709,,ENSG00000112110,MRPL18
ENSPMRG00000000710,FGF8,ENSG00000107831,FGF8
ENSPMRG00000000711,,ENSG00000167797,CDK2AP2
ENSPMRG00000000712,DEPDC7,ENSG00000121690,DEPDC7
ENSPMRG00000000713,,,
ENSPMRG00000000714,,,
ENSPMRG00000000715,,,
ENSPMRG00000000716,GATA4,ENSG00000136574,GATA4
ENSPMRG00000000717,,ENSG00000135446,CDK4
ENSPMRG00000000718,CPT1A,ENSG00000110090,CPT1A
ENSPMRG00000000719,,ENSG00000088726,TMEM40
ENSPMRG00000000720,,,
ENSPMRG00000000721,,ENSG00000160862,AZGP1
ENSPMRG00000000721,,ENSG00000010704,HFE
ENSPMRG00000000722,,,
ENSPMRG00000000723,,,
ENSPMRG00000000724,,,
ENSPMRG00000000725,,,
ENSPMRG00000000726,PITPNM1,ENSG00000110697,PITPNM1
ENSPMRG00000000727,,ENSG00000237541,HLA-DQA2
ENSPMRG00000000727,,ENSG00000196735,HLA-DQA1
ENSPMRG00000000728,,ENSG00000160862,AZGP1
ENSPMRG00000000728,,ENSG00000010704,HFE
ENSPMRG00000000729,,,
ENSPMRG00000000730,,,
ENSPMRG00000000731,,,
ENSPMRG00000000732,NPM3,ENSG00000107833,NPM3
ENSPMRG00000000733,TCP11L1,ENSG00000176148,TCP11L1
ENSPMRG00000000734,,,
ENSPMRG00000000735,,ENSG00000026508,CD44
ENSPMRG00000000736,,,
ENSPMRG00000000737,GZF1,ENSG00000125812,GZF1
ENSPMRG00000000738,CALM1,ENSG00000198668,CALM1
ENSPMRG00000000739,,ENSG00000153774,CFDP1
ENSPMRG00000000740,BLK,ENSG00000136573,BLK
ENSPMRG00000000741,FERMT2,ENSG00000073712,FERMT2
ENSPMRG00000000742,,,
ENSPMRG00000000743,U1,,
ENSPMRG00000000744,,,
ENSPMRG00000000745,,,
ENSPMRG00000000746,TSPAN31,ENSG00000135452,TSPAN31
ENSPMRG00000000747,OGA,ENSG00000198408,OGA
ENSPMRG00000000748,,ENSG00000204642,HLA-F
ENSPMRG00000000748,,ENSG00000204525,HLA-C
ENSPMRG00000000748,,ENSG00000234745,HLA-B
ENSPMRG00000000748,,ENSG00000204592,HLA-E
ENSPMRG00000000748,,ENSG00000204632,HLA-G
ENSPMRG00000000748,,ENSG00000206503,HLA-A
ENSPMRG00000000749,MOCS1,ENSG00000124615,MOCS1
ENSPMRG00000000750,,,
ENSPMRG00000000751,,ENSG00000083937,CHMP2B
ENSPMRG00000000752,,,
ENSPMRG00000000753,,,
ENSPMRG00000000754,TKT,ENSG00000163931,TKT
ENSPMRG00000000755,PNLDC1,ENSG00000146453,PNLDC1
ENSPMRG00000000756,,,
ENSPMRG00000000757,PDHX,ENSG00000110435,PDHX
ENSPMRG00000000758,,,
ENSPMRG00000000759,,,
ENSPMRG00000000760,MORN2,ENSG00000188010,MORN2
ENSPMRG00000000761,CSTF3,ENSG00000176102,CSTF3
ENSPMRG00000000762,,,
ENSPMRG00000000763,,,
ENSPMRG00000000764,,,
ENSPMRG00000000765,AGAP2,ENSG00000135439,AGAP2
ENSPMRG00000000766,,,
ENSPMRG00000000767,,,
ENSPMRG00000000768,NRDE2,ENSG00000119720,NRDE2
ENSPMRG00000000769,,,
ENSPMRG00000000770,VGLL3,ENSG00000206538,VGLL3
ENSPMRG00000000771,,,
ENSPMRG00000000772,,,
ENSPMRG00000000773,,,
ENSPMRG00000000774,,,
ENSPMRG00000000775,,,
ENSPMRG00000000776,FAM167A,ENSG00000154319,FAM167A
ENSPMRG00000000777,KCNIP2,ENSG00000120049,KCNIP2
ENSPMRG00000000778,,,
ENSPMRG00000000779,DHX57,ENSG00000163214,DHX57
ENSPMRG00000000780,,,
ENSPMRG00000000781,,ENSG00000021574,SPAST
ENSPMRG00000000782,PIKFYVE,ENSG00000115020,PIKFYVE
ENSPMRG00000000783,,,
ENSPMRG00000000784,,,
ENSPMRG00000000785,,,
ENSPMRG00000000786,MRPL21,ENSG00000197345,MRPL21
ENSPMRG00000000787,,,
ENSPMRG00000000788,,,
ENSPMRG00000000789,LRFN2,ENSG00000156564,LRFN2
ENSPMRG00000000790,,,
ENSPMRG00000000791,,,
ENSPMRG00000000792,APIP,ENSG00000149089,APIP
ENSPMRG00000000793,,,
ENSPMRG00000000794,LAMC1,ENSG00000135862,LAMC1
ENSPMRG00000000795,,,
ENSPMRG00000000796,,,
ENSPMRG00000000797,,,
ENSPMRG00000000798,TMEM106C,ENSG00000134291,TMEM106C
ENSPMRG00000000799,,,
ENSPMRG00000000800,,,
ENSPMRG00000000801,CBLIF,ENSG00000134812,CBLIF
ENSPMRG00000000802,MAP3K21,ENSG00000143674,MAP3K21
ENSPMRG00000000803,U5,ENSG00000200972,RNU5A-8P
ENSPMRG00000000804,ARMH3,ENSG00000120029,ARMH3
ENSPMRG00000000805,,,
ENSPMRG00000000806,HIPK3,ENSG00000110422,HIPK3
ENSPMRG00000000807,PSMC1,ENSG00000100764,PSMC1
ENSPMRG00000000808,,,
ENSPMRG00000000809,,,
ENSPMRG00000000810,DCP1A,ENSG00000272886,DCP1A
ENSPMRG00000000811,,,
ENSPMRG00000000812,,,
ENSPMRG00000000813,,,
ENSPMRG00000000814,,ENSG00000105583,WDR83OS
ENSPMRG00000000815,,,
ENSPMRG00000000816,NAPB,ENSG00000125814,NAPB
ENSPMRG00000000817,EHF,ENSG00000135373,EHF
ENSPMRG00000000818,TYRO3,ENSG00000092445,TYRO3
ENSPMRG00000000819,,ENSG00000160862,AZGP1
ENSPMRG00000000819,,ENSG00000010704,HFE
ENSPMRG00000000820,,ENSG00000196437,ZNF569
ENSPMRG00000000821,,,
ENSPMRG00000000822,GEMIN6,ENSG00000152147,GEMIN6
ENSPMRG00000000823,SERPINH1,ENSG00000149257,SERPINH1
ENSPMRG00000000824,MRPL16,ENSG00000166902,MRPL16
ENSPMRG00000000825,,ENSG00000063978,RNF4
ENSPMRG00000000826,CADM2,ENSG00000175161,CADM2
ENSPMRG00000000827,SUPT7L,ENSG00000119760,SUPT7L
ENSPMRG00000000828,,,
ENSPMRG00000000829,,,
ENSPMRG00000000830,,ENSG00000146054,TRIM7
ENSPMRG00000000831,,,
ENSPMRG00000000832,GNPNAT1,ENSG00000100522,GNPNAT1
ENSPMRG00000000833,,,
ENSPMRG00000000834,SRSF7,ENSG00000115875,SRSF7
ENSPMRG00000000835,,,
ENSPMRG00000000836,IGHMBP2,ENSG00000132740,IGHMBP2
ENSPMRG00000000837,,ENSG00000254469,XNDC1N
ENSPMRG00000000838,,,
ENSPMRG00000000839,,,
ENSPMRG00000000840,,,
ENSPMRG00000000841,,ENSG00000127191,TRAF2
ENSPMRG00000000842,,ENSG00000234469,CLDN34
ENSPMRG00000000843,,,
ENSPMRG00000000844,GDPD5,ENSG00000158555,GDPD5
ENSPMRG00000000845,,,
ENSPMRG00000000846,SLC4A1AP,ENSG00000163798,SLC4A1AP
ENSPMRG00000000847,,,
ENSPMRG00000000848,,,
ENSPMRG00000000849,,,
ENSPMRG00000000850,DNAH7,ENSG00000118997,DNAH7
ENSPMRG00000000851,ELF5,ENSG00000135374,ELF5
ENSPMRG00000000852,ITGAV,ENSG00000138448,ITGAV
ENSPMRG00000000853,SHCBP1L,ENSG00000157060,SHCBP1L
ENSPMRG00000000854,KCNK1,ENSG00000135750,KCNK1
ENSPMRG00000000855,,,
ENSPMRG00000000856,,,
ENSPMRG00000000857,STX3,ENSG00000166900,STX3
ENSPMRG00000000858,,,
ENSPMRG00000000859,GALM,ENSG00000143891,GALM
ENSPMRG00000000860,GPCPD1,ENSG00000125772,GPCPD1
ENSPMRG00000000861,HPS6,ENSG00000166189,HPS6
ENSPMRG00000000862,,ENSG00000234469,CLDN34
ENSPMRG00000000863,,,
ENSPMRG00000000864,,,
ENSPMRG00000000865,RNF121,ENSG00000137522,RNF121
ENSPMRG00000000866,,,
ENSPMRG00000000867,STYX,ENSG00000198252,STYX
ENSPMRG00000000868,,,
ENSPMRG00000000869,,,
ENSPMRG00000000870,,ENSG00000234469,CLDN34
ENSPMRG00000000871,,ENSG00000149243,KLHL35
ENSPMRG00000000872,,,
ENSPMRG00000000873,,ENSG00000006194,ZNF263
ENSPMRG00000000873,,ENSG00000290183,
ENSPMRG00000000874,SYT12,ENSG00000173227,SYT12
ENSPMRG00000000875,,ENSG00000165512,ZNF22
ENSPMRG00000000876,,,
ENSPMRG00000000877,,,
ENSPMRG00000000878,,,
ENSPMRG00000000879,,,
ENSPMRG00000000880,,ENSG00000234469,CLDN34
ENSPMRG00000000881,,,
ENSPMRG00000000882,KCNK13,ENSG00000152315,KCNK13
ENSPMRG00000000883,SLC35F3,ENSG00000183780,SLC35F3
ENSPMRG00000000884,,ENSG00000149243,KLHL35
ENSPMRG00000000885,,,
ENSPMRG00000000886,,,
ENSPMRG00000000887,U1,ENSG00000251916,RNU1-61P
ENSPMRG00000000888,DHX9,ENSG00000135829,DHX9
ENSPMRG00000000889,,,
ENSPMRG00000000890,,,
ENSPMRG00000000891,,ENSG00000130368,MAS1
ENSPMRG00000000892,LDB1,ENSG00000198728,LDB1
ENSPMRG00000000893,,,
ENSPMRG00000000894,,ENSG00000146054,TRIM7
ENSPMRG00000000895,,,
ENSPMRG00000000896,,,
ENSPMRG00000000897,NUMA1,ENSG00000137497,NUMA1
ENSPMRG00000000898,VDR,ENSG00000111424,VDR
ENSPMRG00000000899,,,
ENSPMRG00000000900,,,
ENSPMRG00000000901,CDKN1B,ENSG00000111276,CDKN1B
ENSPMRG00000000902,MAP6,ENSG00000171533,MAP6
ENSPMRG00000000903,PTDSS2,ENSG00000174915,PTDSS2
ENSPMRG00000000904,,,
ENSPMRG00000000905,MTMR9,ENSG00000104643,MTMR9
ENSPMRG00000000906,,,
ENSPMRG00000000907,GBE1,ENSG00000114480,GBE1
ENSPMRG00000000908,,,
ENSPMRG00000000909,,,
ENSPMRG00000000910,SHLD1,ENSG00000171984,SHLD1
ENSPMRG00000000911,,,
ENSPMRG00000000912,,ENSG00000172289,OR10V1
ENSPMRG00000000913,,,
ENSPMRG00000000914,,,
ENSPMRG00000000915,MYG1,ENSG00000139637,MYG1
ENSPMRG00000000916,,,
ENSPMRG00000000917,,,
ENSPMRG00000000918,KIAA1549L,ENSG00000110427,KIAA1549L
ENSPMRG00000000919,,,
ENSPMRG00000000920,,,
ENSPMRG00000000921,,,
ENSPMRG00000000922,,ENSG00000172289,OR10V1
ENSPMRG00000000923,,ENSG00000143889,HNRNPLL
ENSPMRG00000000924,TDP1,ENSG00000042088,TDP1
ENSPMRG00000000925,,,
ENSPMRG00000000926,MOGAT2,ENSG00000166391,MOGAT2
ENSPMRG00000000927,,,
ENSPMRG00000000928,,,
ENSPMRG00000000929,,,
ENSPMRG00000000930,,,
ENSPMRG00000000931,,,
ENSPMRG00000000932,ANO9,ENSG00000185101,ANO9
ENSPMRG00000000933,LRRC51,ENSG00000184154,LRRC51
ENSPMRG00000000934,,,
ENSPMRG00000000935,,ENSG00000172289,OR10V1
ENSPMRG00000000936,Y_RNA,ENSG00000274472,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000201297,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000201690,RNY1P2
ENSPMRG00000000936,Y_RNA,ENSG00000199546,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000200427,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000207497,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000201668,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000201547,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000200174,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000223023,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000202514,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000207371,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000200262,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000212306,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000277604,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000252615,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000222613,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000275745,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000206806,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000222509,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000252761,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000200040,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000201012,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000199862,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000239106,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000252742,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000252621,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000206978,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000252607,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000201071,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000201724,Y_RNA
ENSPMRG00000000936,Y_RNA,ENSG00000200344,Y_RNA
ENSPMRG00000000937,,,
ENSPMRG00000000938,GPR19,ENSG00000183150,GPR19
ENSPMRG00000000939,,,
ENSPMRG00000000940,TARBP1,ENSG00000059588,TARBP1
ENSPMRG00000000941,,,
ENSPMRG00000000942,,ENSG00000172289,OR10V1
ENSPMRG00000000943,PPRC1,ENSG00000148840,PPRC1
ENSPMRG00000000944,,,
ENSPMRG00000000945,LAMTOR1,ENSG00000149357,LAMTOR1
ENSPMRG00000000946,,,
ENSPMRG00000000947,TRMT6,ENSG00000089195,TRMT6
ENSPMRG00000000948,,,
ENSPMRG00000000949,PDK1,ENSG00000152256,PDK1
ENSPMRG00000000950,XKR6,ENSG00000171044,XKR6
ENSPMRG00000000951,,,
ENSPMRG00000000952,,,
ENSPMRG00000000953,CREBL2,ENSG00000111269,CREBL2
ENSPMRG00000000954,,ENSG00000172289,OR10V1
ENSPMRG00000000955,DGAT2,ENSG00000062282,DGAT2
ENSPMRG00000000956,,,
ENSPMRG00000000957,RBKS,ENSG00000171174,RBKS
ENSPMRG00000000958,,,
ENSPMRG00000000959,,,
ENSPMRG00000000960,,,
ENSPMRG00000000961,,ENSG00000153774,CFDP1
ENSPMRG00000000962,,,
ENSPMRG00000000963,,,
ENSPMRG00000000964,,,
ENSPMRG00000000965,,ENSG00000172289,OR10V1
ENSPMRG00000000966,,,
ENSPMRG00000000967,,,
ENSPMRG00000000968,,,
ENSPMRG00000000969,,,
ENSPMRG00000000970,,,
ENSPMRG00000000971,,,
ENSPMRG00000000972,,,
ENSPMRG00000000973,AAAS,ENSG00000094914,AAAS
ENSPMRG00000000974,,,
ENSPMRG00000000975,,,
ENSPMRG00000000976,,,
ENSPMRG00000000977,,,
ENSPMRG00000000978,ABLIM1,ENSG00000099204,ABLIM1
ENSPMRG00000000979,,,
ENSPMRG00000000980,,,
ENSPMRG00000000981,,ENSG00000184719,RNLS
ENSPMRG00000000982,PATL1,ENSG00000166889,PATL1
ENSPMRG00000000983,SIGIRR,ENSG00000185187,SIGIRR
ENSPMRG00000000984,,,
ENSPMRG00000000985,UVRAG,ENSG00000198382,UVRAG
ENSPMRG00000000986,,,
ENSPMRG00000000987,DYNC1H1,ENSG00000197102,DYNC1H1
ENSPMRG00000000988,DUSP16,ENSG00000111266,DUSP16
ENSPMRG00000000989,,,
ENSPMRG00000000990,,,
ENSPMRG00000000991,MCM8,ENSG00000125885,MCM8
ENSPMRG00000000992,ITGA6,ENSG00000091409,ITGA6
ENSPMRG00000000993,,,
ENSPMRG00000000994,,,
ENSPMRG00000000995,U6,ENSG00000199448,RNU6-845P
ENSPMRG00000000996,COA6,ENSG00000168275,COA6
ENSPMRG00000000997,SOX7,ENSG00000171056,SOX7
ENSPMRG00000000998,,,
ENSPMRG00000000999,,,
ENSPMRG00000001000,,,
ENSPMRG00000001001,,,
ENSPMRG00000001002,,,
ENSPMRG00000001003,,,
ENSPMRG00000001004,RGS8,ENSG00000135824,RGS8
ENSPMRG00000001005,,,
ENSPMRG00000001006,PKP3,ENSG00000184363,PKP3
ENSPMRG00000001007,,,
ENSPMRG00000001008,,,
ENSPMRG00000001009,,ENSG00000121691,CAT
ENSPMRG00000001010,U4,ENSG00000200034,RNU4-73P
ENSPMRG00000001011,IRF2BP2,ENSG00000168264,IRF2BP2
ENSPMRG00000001012,C8orf74,ENSG00000171060,C8orf74
ENSPMRG00000001013,EFCAB11,ENSG00000140025,EFCAB11
ENSPMRG00000001014,,,
ENSPMRG00000001015,OSBP,ENSG00000110048,OSBP
ENSPMRG00000001016,,,
ENSPMRG00000001017,,,
ENSPMRG00000001018,,,
ENSPMRG00000001019,,,
ENSPMRG00000001020,BORCS5,ENSG00000165714,BORCS5
ENSPMRG00000001021,,,
ENSPMRG00000001022,,,
ENSPMRG00000001023,,ENSG00000173726,TOMM20
ENSPMRG00000001024,,,
ENSPMRG00000001025,,,
ENSPMRG00000001026,,ENSG00000279782,PPIAL4F
ENSPMRG00000001026,,ENSG00000271567,PPIAL4E
ENSPMRG00000001026,,ENSG00000236334,PPIAL4G
ENSPMRG00000001026,,ENSG00000196262,PPIA
ENSPMRG00000001026,,ENSG00000270339,PPIAL4H
ENSPMRG00000001026,,ENSG00000289549,PPIAL4D
ENSPMRG00000001026,,ENSG00000288867,PPIAL4C
ENSPMRG00000001026,,ENSG00000263353,PPIAL4A
ENSPMRG00000001027,BABAM2,ENSG00000158019,BABAM2
